Timestamp,Username,VideoID,Comment,Date
2023-09-27T13:48:51Z,@gilesa.4052,-f_LV-6PuFA,"Agree, looks like a transformer that can't make up its mind...",2023-09-27T13:48:51Z
2023-10-08T08:44:03Z,@man-f4ce,-f_LV-6PuFA,"I love the new interior, badge and tail lights; but the front puts me off.",2023-10-08T08:44:03Z
2024-06-12T09:42:45Z,@markuc,-f_LV-6PuFA,"Many Chinese EVs have amazing designs. Avatr, Nio, human horizon, Zeekr, etc etc",2024-06-12T09:42:45Z
2023-09-27T07:11:23Z,@saschaOK2309,-f_LV-6PuFA,Ok!🙋,2023-09-27T07:11:23Z
2020-10-06T12:08:32Z,@AutoTraderTV,ccpD3Xod_iQ,Who'd take this over a petrol or diesel 2008? ⚡,2020-10-06T12:08:32Z
2020-10-06T12:28:33Z,@traveltectours6561,ccpD3Xod_iQ,Indian 🇮🇳 DC Avanti or Sri Lankan 🇱🇰 Vega EVX.what is the best .?👍🔥 https://youtu.be/Y8xvO7LhkEQ,2020-10-06T12:28:33Z
2020-10-06T12:28:41Z,@traveltectours6561,ccpD3Xod_iQ,Sri Lankan 🇱🇰 Vega EVX 0 -100 kmph in just 3 seconds. https://youtu.be/P0LJ3bJ0Cd0,2020-10-06T12:28:41Z
2020-10-06T12:31:50Z,@captainaverage721,ccpD3Xod_iQ,No thanks,2020-10-06T12:31:50Z
2020-10-06T12:33:05Z,@TechBlueEye,ccpD3Xod_iQ,Patrol..,2020-10-06T12:33:05Z
2020-10-06T12:38:15Z,@PedroAngelo29,ccpD3Xod_iQ,Nokia is still an Android.,2020-10-06T12:38:15Z
2020-10-06T13:37:27Z,@robertl2856,ccpD3Xod_iQ,No thanks,2020-10-06T13:37:27Z
2020-10-06T13:45:52Z,@robsmith1a,ccpD3Xod_iQ,"If it were cheaper, I recently sold my Zoe and bought an 8 year old petrol sports car (after 3 years - it was good if a bit dull to drive and look at). I usually buy cars about five years old and I think once they have depreciated a bit they will be great buys because there's so little to go wrong. Love Peugeot interiors these days. I would have this over the petrol or diesel version every day.",2020-10-06T13:45:52Z
2020-10-06T14:36:52Z,@hieroglyph321,ccpD3Xod_iQ,@Roger Unwin Petrol version will be worth a couple of quid in a few years ... wouldn't touch them or diesel now no matter what. They're finished as brand new cars ... only if you want to run one second hand.,2023-10-30T18:09:00Z
2020-10-06T15:47:13Z,@douglasdietrich4174,ccpD3Xod_iQ,"If these were sold in Canada, I would definitely take the electric over a petrol or diesel version. The total cost of ownership will be cheaper in the electric.",2020-10-06T15:47:13Z
2020-10-06T16:30:47Z,@jonathantaylor1998,ccpD3Xod_iQ,"Absolutely 100% for sure...
I've only been an EV driver for about 8 months (in a 4 years old Leaf) but I would have no hesitation in recommending an EV to anyone looking for a change of car - they are SO quiet and relaxing to drive, yet have such instant acceleration in / around town where it can be really helpful. Plus, even compared to the 55mpg Prius hybrid I had before, my 'fuel' cost is about a 1/4 of what I was spending on petrol - and I'm not even on the cheapest electricity tariff, either...
EVs are absolutely the way forward. 
My only caveat would be get something with around a 200 mile WLTP range, as the driver will need a 'comfort break' before the battery is empty - my 100 mile Leaf is just a little compromised on a longer motorway trip... not unusable, by any means, but longer trips just need a bit more where-to-charge-on-route planning...!",2020-10-06T16:30:47Z
2020-10-07T20:57:59Z,@shanjanusman9974,ccpD3Xod_iQ,ME,2020-10-07T20:57:59Z
2020-10-08T08:25:28Z,@panzerkami2381,ccpD3Xod_iQ,"Hell, yes. I've bought my last ICE car, from here on it will be EV's.

(I wouldn't buy this particular EV, the ID.3 suits me better, but that wasn't what you asked)",2020-10-08T08:27:19Z
2020-10-08T16:18:07Z,@justaregularguy711,ccpD3Xod_iQ,"I can  feel the true happiness that u expressed @ 2:58,for that mobile phone holding  practical & clever design .Love frm India ☺️",2020-10-08T16:18:07Z
2020-10-16T07:28:50Z,@eoghanfla6343,ccpD3Xod_iQ,@@robsmith1a I’m curious to know what sports car you bought.  The Zoe is a great car but pretty much everything is sportier I imagine,2020-10-16T07:29:57Z
2020-10-16T10:06:31Z,@robsmith1a,ccpD3Xod_iQ,@@eoghanfla6343 I bought a Mercedes SLK (62 reg). I like having the glass roof as well as it being convertible (and it is pretty good looking to my eyes). I know a lot of hard core petrolheads find it a little soft but each to his or her own.,2020-10-16T10:06:31Z
